,Species_Name,Actual EvapoTranspiration,After-ripening requirement,Altitude,Altitude (maximum recorded),Altitude (minimum recorded),Altitude (typical minimum),Annual precipitation,Annual seed dispersal,Appendages on dispersal unit,Average annual relative humidity,Average number of ground frost days per year (sum) (FRS),British distribution (post 1949 records),Carnivory,Change Index,Chromosome cDNA content,Chromosome number,Chromosome ploidy,Cleistogamy,Clonality,Cloud cover,"Comments, notes, methods",Dataset (1),Dataset (2),Dichogamy,"Dicliny (monoeceous, dioecious, hermaphrodite)",Dispersal syndrome (agent),Dispersal unit (dispersule / diaspore) length,EW Index,Ecosystem rooting depth,Ellenberg indicator value: Light,Ellenberg indicator value: Moisture,Ellenberg indicator value: Salt tolerance,Ellenberg indicator value: nitrogen,Ellenberg indicator value: pH (reaction),End of flowering,Epoch,Exposure,Family,Fern  and moss spore width (diameter),Fertilization,Fine root diameter,First historical record: 1. date,First historical record: 2. site,Flow,Flower pollen ovule ratio,Flowering periode: peak month,Fossil record: 1. earliest record,Fossil record: 2. earliest postglacial record,Fraction of absorbed photosynthetic active radiation (FAPAR) of the site,GPP of the site,Genera growth form,Germination requirements 1. chilling,Germination requirements 2. light,Germination requirements 3. temperature fluctuation,Germination type,Habitat / plot description,Heteromorphy,Heterophylly,Identifier within contributed dataset (ID),Inbreeding,Incompatibility systems,Intensity of mycorrhizal infection,January mean temperature,July mean temperature,Latitude,Length of growing season (LGP),Location / Site Name,Location Country,Longitude,Major Phylogenetic Group,Maximum Green Vegetation Fraction,Maximum depth of leaves in the canopy,Maximum temperature at which 50% seeds germinate,Maximum temperature of germination,Mean annual sum of potential evapotranspiration (PET),Mean annual temperature (MAT),Mean clear-sky surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean cloud forcing surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean cloud surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean number of wet days per year,Mean sum of annual precipitation (PPT / MAP / TAP),Mid Point,Minimum temperature at which 50% seeds germinate,Minimum temperature germination,Mono/poly carpic,Mycorrhizal type,NDVI of the site,NPP of the site (2),Net primary productivity of the site (NPP),Normal method of propagation,Northern Limit in Britain,Northern Limit in Europe,Number of European countries in which native,Nutrition (autotroph versus heterotroph),"Onset of flowering (first flowering date, beginning of flowering period)",Order,Photoperiodism: threshold value (h),Photoperiodism: type,Photosynthesis per leaf area at leaf temperature (A_area),Photosynthesis per leaf dry mass (Amass),Physical defences on buds,Physical defences on flowers/fruits,Physical defences on leaves,Physical defences on stems,Plant age at first flowering (primary juvenil period),Plant growth form,Plant height (unspecified if vegetative or reproductive),Plant life form (Raunkiaer life form),Plant photosynthetic pathway,Plant relative growth rate (RGR),Pollen viability,Pollen: 1. mono/di-morphic,Pollen: 2. diameter (um),Pollination syndrome (pollen vector),Precipitation Seasonality (Coefficient of Variation),Precipitation of Coldest Quarter,Precipitation of Driest Month,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Wettest Month,Precipitation of Wettest Quarter,Priestley-Taylor alpha coefficient,Range: 1. european countries where native,Range: 2. european countries where introduced,Range: 3. continents where native,Range: 4. continents where introduced,Reference / source,Root architecture / root system / root habit,Root hair length,Root hairs,"Root persistence (livespan, longevity)",Root rooting depth ,SLA: undefined if petiole in- or excluded,SN Index,Salinity Tolerance,Seed / ovule ratio,Seed dry mass,Seed length (largest dimension length),Seed number per plant,Seed shedding season (time of seed dispersal),Seed viability,Seedbank density,Seedbank longevity,Seedbank type,Seeds per flower,Soil C content per ground area,Soil N content per ground area,Soil bulk density,Soil field capacity,Soil ph,Soil plant available water capacity of rooting zone (derived from remote sensing) 1,Soil plant available water capacity of rooting zone (derived from remote sensing) 2,Soil profile available water capacity,Soil thermal capacity,Soil water content (SWC),Soil wilting point,Solar radiation (kJ m-2 day-1),Southern Limit in Europe,Species conservation status,Species continentality,Species eastern limit,Species nutrient requirements (in soil),Species nutrient requirements (in water),Species occurance dynamics (increasing / decreasing),Species origin,"Species pH requirement ( soil, extreme minimum)","Species pH requirement ( soil, typical minimum)","Species pH requirement (soil, extreme maximum)","Species pH requirement (soil, typical maximum)","Species pH requirement (water, extreme maximum)","Species pH requirement (water, extreme minimum)","Species pH requirement (water, typical maximum)","Species pH requirement (water, typical minimum)",Species rarity status,Species soil moisture requirements (drainage),Species soil moisture requirements (supply),Species soil moisture requirements (water table),Species status (nativity at growth location),Species synonyms (alternative name),Spread (plant height versus plant width relationshp)),Stem longevity,Stem self-supporting,Stomata density,Stomata density on lower surface,Stomata density on upper surface,Stomata distribution (surfaces present),Subclass,Temperature sum of growing degree days (GDD),Temperature: Annual Range,Temperature: Isothermality (BIO2/BIO7) (* 100),Temperature: Max Temperature of Warmest Month,Temperature: Mean Diurnal Range (Mean of monthly (max temp - min temp)),Temperature: Mean Temperature of Coldest Quarter,Temperature: Mean Temperature of Driest Quarter,Temperature: Mean Temperature of Warmest Quarter,Temperature: Mean Temperature of Wettest Quarter,Temperature: Min Temperature of Coldest Month,Temperature: Seasonality (standard deviation *100),Terrestrial chlorophyll index of the site,Time (season) of germination (seedling emergence),Tolerance (resistance) to heavy metals,Tolerance to drought,Tolerance to frost (non-woody tissue),Tolerance to frost (seedlings),Tolerance to grazing,Tolerance to shade,Typical abundance where naturally occurring,Vegetation type / Biome,Vegetative regeneration / reproduction (clonal spread),Vegetative reproduction: pattern forming,Water vapor pressure (kPa),Wetness/Humidity/Aridity of area where samples were taken,Wind speed (m s-1),Woodiness
1433,Hieracium anglicum,,,,,,,,,,,,,does not kill insects,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,autotrophic,,,,,,,,glandular,hairy,,,,,hemicryptophyte,C3,,,,,,,,,,,,,,,,Europe,,Fitter AH 1991    personal communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neophyt in British Islands,,,,,,,,,,,,,native,,height > width,<1,self-supporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-woody
1434,Hieracium borreri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,Hieracium exotericum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,Hieracium hethlandiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,Hieracium holosericeum,,,,,,,,,,,,,does not kill insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,autotrophic,,,,,,,,,soft hairs,glandular hairs,,,,hemicryptophyte,C3,,,,,,,,,,,,,,,,Europe,,Fitter AH 1991    personal communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neophyt in British Islands,,,,,,,,,,,,,native,,height > width,<1,self-supporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-woody
1438,Hieracium lanatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,Hieracium lanceolatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,Hieracium latobrigorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,Hieracium leyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,Hieracium lingulatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,Hieracium prenanthoides,,,,,,,,,,,,,does not kill insects,,,27,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,autotrophic,7.0,,,,,,,glandular,hairy,glandular hairs,,,120,hemicryptophyte,C3,,,,,,,,,,,,,,,,Europe,,Fitter AH 1991    personal communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fertile,,,Neophyt in British Islands,,,,,,,,,,,,,native,,height > width,<1,self-supporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-woody
1444,Hieracium proximum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,Hieracium sabaudum,,,,,,,,,,,,,does not kill insects,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,autotrophic,,,,,,,,,hairy,,,,,hemicryptophyte,C3,,,,,,,,,,,,,,,,Europe,,Fitter AH 1991    personal communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neophyt in British Islands,,,,,,,,,,,,,native,,height > width,<1,self-supporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-woody
1446,Hieracium sabaudum,,,,,,,,,,,,,does not kill insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,autotrophic,,,,,,,,,hairy,,,,,hemicryptophyte,C3,,,,,,,,,,,,,,,,Europe,,Fitter AH 1991    personal communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neophyt in British Islands,,,,,,,,,,,,,native,,height > width,<1,self-supporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-woody
1447,Hieracium speluncarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,Hieracium spilophaeum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,Hieracium subcrocatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,Hieracium trichocaulon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,Hieracium umbellatum,407.0,,33.0,,,,,,,84.0,235.8,,does not kill insects,,9.603684211,32.77358491,3.675675676,,,72.7,,TRY db 045,Garnier E. The VISTA Plant Trait Database,,hermaphrodite,,,5.25,0.699999988,,,,,,,,,Asteraceae,,cross or automatic self,,,,,,,,,0.514486119,1214.9,H,,,,,,,none,21852.0,,,normally mycorrhizal,,,56.40861115,8.0,South East Baltic Sea,Sweden,17.4,Angiosperms,92.0,,,,585.0,6.395833269,141.4490051,-47.97874832,89.82700348,154.4,568.0,,,,,arbuscular,0.429692715,547.7999878,668.3,,,,23.0,autotrophic,7.0,Asterales,,,,,,,hairy,glabrous,,H,10,hemicryptophyte,C3,,,,,insect,27.65039554,120.0,28.0,94.0,177.0,75.0,211.0,71.0,,,Europe,,"Hegi G 1987    Illustrierte Flora von Mitteleuropa, Spermatophyta, Band VI,",,,,,,237.0,2.39,,,,,,,,,,short-term persistent,,13.18570042,1373.979981,1.304999948,374.7579956,5.793000221,56.59999847,172.6000061,236.0610046,1.049999952,80.0,163.4109955,9912.083333,,,,,very infertile,,,Neophyt in British Islands,,,,,,,,,,,,,native,Hieracium umbellatum,height > width,<1,self-supporting,,,,,Magnoliidae,1322.0,26.30000019,27.53485366,19.20000076,7.87500002,-1.666666706,0.700000068,15.51666641,14.64999962,-7.300000191,700.4785849,1.860307932,spring,,,,,,light,,4,,,0.841666656,0.9178,3.737500002,non-woody
1452,Hieracium vagum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Hieracium villosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,Hierochloe odorata,,,1.0,,,,1092.0,,,,,,does not kill insects,0.39,24.275,67.66666667,9.666666667,,Rhizome far creeping,,,"LEDA Traitbase; Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology  ...",http://www.uni-oldenburg.de/en/landeco/research/projects/LEDA/Data%20Files/,,andromonoecious,,,,,6.0,9.0,,2.0,7.0,5.0,,,Poaceae,,,,1821.0,Angus,,,,,,,,H,,,,,,,none,11505.0,,,normally mycorrhizal,3.400000095,13.5,53.60253771,,,GERMANY,6.770593903,Angiosperms,95.0,,,,,9.325000023,158.4192505,-66.81516266,91.60441589,,779.0,,,,,arbuscular,0.17990756,,,,,>65,16.0,autotrophic,4.0,Poales,,,,,,stiff hairs,glabrous,,,H,50,hemicryptophyte,C3,,,,,wind,22.95700982,183.0,41.0,141.0,203.0,87.0,248.0,,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,415.1,6.59,,,,,,,,,,,,,,,,,,,,,,,9696.5,No,,Continental,Circumpolar,,,,Neophyt in British Islands,,,,,,,,,Rare,,,,native,,height = width,<1,self-supporting,,,,,Magnoliidae,,19.80000037,23.56902378,19.10000038,4.666666796,2.699999988,4.766666661,16.23333343,10.36666671,-0.699999988,561.1129406,1.368100524,,,,,,,,,4,,,1.029166679,0.0,6.458333333,non-woody
1455,Himantoglossum hircinum,597.0,,374.0,,,,728.0,,,78.0,196.0,,does not kill insects,-2.4,,24,,,Little or no vegetative spread,79.4,,"LEDA Traitbase; Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology  ...",http://www.uni-oldenburg.de/en/landeco/research/projects/LEDA/Data%20Files/,,hermaphrodite,wind,,3.24,0.800000012,,3.0,,2.0,9.0,7.0,,,Orchidaceae,,cross and self,,1641.0,"Crayford & Dartford, Kent",,,,,,0.572736084,1015.4,,,,,,,,,10953.0,,,normally mycorrhizal,3.799999952,16.29999924,47.96595072,10.0,,FRANCE,7.271716111,Angiosperms,92.0,,,,797.0,9.929166747,164.6640015,-59.36024857,105.3069992,173.5,760.0,,,,monocarpic,orchid,0.705166638,697.7000122,670.1,,Yes,50-55,19.0,autotrophic,6.0,Asparagales,,,,,,,,glabrous,,H,20,,C3,,,,,insect,15.04619612,179.0,48.0,155.0,212.0,79.0,227.0,74.0,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,200.2,1.42,,,,0.34,>10000,autumn,,,1-5 yrs,,>1000,10.15639973,1130.069946,1.550140023,389.8930054,5.618000031,58.70000076,58.70000076,237.0160065,1.235579968,71.0,152.878006,11511.83333,<45,Vulnerable,Not continental,Suboceanic,very infertile,,,Neophyt in British Islands,,,,,,,,,Scarce,free-draining,,,native,Himantoglossum hircinum,height > width,<1,self-supporting,,44,,lower,Magnoliidae,1783.0,25.90000081,31.56370576,22.20000076,8.175000047,2.083333343,5.783333302,18.15000025,16.43333372,-3.700000048,653.6382838,2.055380821,,,wilts and dies,,,neutral,none,scattered,4,tubers,,0.972500006,0.8983,2.99999998,non-woody
1456,Hippocrepis comosa,597.0,absolute,374.0,539,15.0,60.0,814.0,regular,,78.0,196.0,,does not kill insects,-0.54,3.81,28,,cleistogamy not recorded,Little or no vegetative spread,79.4,,"LEDA Traitbase; Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology  ...",http://www.uni-oldenburg.de/en/landeco/research/projects/LEDA/Data%20Files/,,hermaphrodite,unspecialised,,4.15,0.800000012,,3.0,0.0,2.0,8.0,7.0,,,Fabaceae,,obligatory cross,,1634.0,"Bath, Avon",,,,,,0.572736084,1015.4,HS,,,,epigeal,,,,10954.0,,,normally mycorrhizal,3.700000048,16.0,47.96595072,10.0,limestone plateau (Larzac Causse) at the INRA La Fage experimental station,FRANCE,7.271716111,Angiosperms,92.0,,,,797.0,9.929166747,164.6640015,-59.36024857,105.3069992,173.5,760.0,,,,,arbuscular,0.705166638,697.7000122,670.1,seed,Yes,50-55,18.0,autotrophic,,Fabales,,,,,,,glabrous,,1-2 yrs,S,5,chamaephyte,C3,,,,22.8,insect,15.04619612,179.0,48.0,155.0,212.0,79.0,227.0,74.0,,,Europe,,Fearn GM 1973 Journal of Ecology 61 915-926 ,tap root,,present,,Oct-50,152.3,1.48,,,2.85,3.5,1000-10000,autumn,,117,,short-term persistent,6,10.15639973,1130.069946,1.550140023,389.8930054,5.618000031,58.70000076,58.70000076,237.0160065,1.235579968,71.0,152.878006,11511.83333,<45,,Not continental,European,very infertile,,,Neophyt in British Islands,6.6,,7.4,,,,,,,free-draining,,,native,,height < width,,procumbent,,99,156,both,Magnoliidae,1783.0,25.90000081,31.56370576,22.20000076,8.175000047,2.083333343,5.783333302,18.15000025,16.43333372,-3.700000048,653.6382838,2.055380821,spring,,resists,resistant,,,none,,4,branching root stock,patch-forming,0.972500006,0.8983,2.99999998,non-woody
1457,Hippocrepis emerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,Hippophae rhamnoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Hippuris vulgaris,352.0,,1021.0,900,0.0,,962.0,,,60.0,245.5,389.0,does not kill insects,-0.05,,32,,,Rhizome far creeping,42.9,,Dryad Digital Repository,http://dx.doi.org/10.5061/dryad.vv7c8,entirely protogynous,hermaphrodite,water,1.8,3.33,0.650000006,,10.0,,4.0,,7.0,Oligocene,,Plantaginaceae,,normally cross,,1597.0,"Margate & Sandwich, Kent",nil,,,,,0.604250014,417.0,H,,,,,,,environmental,13714.0,,,,3.5,14.69999981,46.0,6.5,"Xilin River basin,Inner Mongolia",China,116.34,Angiosperms,96.0,,,,764.0,0.583333304,174.2922516,-45.51158142,130.7632446,60.6,366.0,28.45,,,,,0.322220057,400.2999878,223.7,vegetative,,>65,27.0,autotrophic,6.0,Lamiales,,,,,,,glabrous,,,H,,Perennial hydrophyte,C3,,,,28.0,wind,112.8981101,11.0,3.0,11.0,224.0,93.0,227.0,46.0,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",adventitious,,,,,273.9,4.01,salt-affected,,,,,,,,,,1,17.18954992,1753.559998,1.303259969,345.088501,7.250999928,21.0,136.199997,209.6629944,1.052150011,48.0,135.4209976,14628.91667,No,,Not continental,Circumpolar,,eutrophic,,Neophyt in British Islands,5.18,,6.74,,6.42,5.17,,,Present,,,,native,Hippuris vulgaris,not applicable,,,,75,106,both,Magnoliidae,1520.0,50.80000114,25.59417708,24.10000038,12.78333324,-17.7166667,-17.7166667,16.86666679,16.86666679,-26.70000076,1404.3574,1.179401517,,,,,,,none,dominant,8,rhizomes,,0.502500005,0.5209,3.766666671,non-woody
1460,Hirschfeldia incana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Hoheria populnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Holcus lanatus,601.0,,2.0,609,0.0,,1106.0,,,72.0,120.4,,does not kill insects,1.34,5.88,22.75,3.25,cleistogamy not recorded,Tussock forming graminoid,53.1,,TRY db 249,Sandel B. California Coastal Grassland Database,homogamous,andromonoecious,unspecialised,4.8,4.52,1.899999976,7.0,,,,,9.0,,,Poaceae,,normally cross,100-150,1634.0,,,,,,,0.523750007,1559.8,H,,partial,,epigeal,,,,89241.0,,"present, mechanism unknown",normally mycorrhizal,,14.39999962,38.22,8.0,"Tom's Point, a private nature reserve owned by Audubon Canyon Ranch",USA,-122.95,Angiosperms,85.0,,35.0,,1090.0,12.80416667,211.9355011,-42.25308228,169.6839142,44.9,970.0,,,,polycarpic,arbuscular,0.460938811,504.7000122,1107.8,seed,,60-65,31.0,autotrophic,,Poales,,day-neutral,,,,,glabrous,,,H,100,hemicryptophyte,C3,0.287,,,,wind,91.28077008,522.0,3.0,15.0,24.0,199.0,522.0,55.0,,,Europe,Africa,Sandel et al 2011,fibrous,,present,,0-10,176.1671737,3.89,salt-affected,,0.32,1.8,,autumn,,1285,5-20 yrs,long-term persistent,,14.87220001,1483.089966,1.466040015,427.5920105,6.625,237.3000031,237.1000061,235.6970062,1.172140002,84.0,191.8950043,15943.83333,No,,Not continental,European,fertile,,increasing,Neophyt in British Islands,3.5,5.0,8,6.0,,,,,,slow-draining,,,native,,height = width,<1,self-supporting,,37,55,both,Magnoliidae,3061.0,19.69999933,59.81387665,22.20000076,11.4083334,9.516666611,15.5666666,16.10000006,9.749999921,3.099999905,274.2013142,1.758473396,,pseudometallophyte,,sensitive,,,none,frequent,12,stolons,patch-forming,1.107500002,0.9559,4.291666706,non-woody
